Rank,Console,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14578,4,2009,9,0,0,0.03,0,0.03
14580,10,2013,9,0.03,0,0,0,0.03
14581,15,2002,9,0,0.02,0,0,0.03
14582,6,2015,9,0,0,0.03,0,0.03
14583,5,2010,6,0,0.02,0,0,0.03
14584,23,2015,9,0,0,0.03,0,0.03
14585,10,2014,6,0,0,0.03,0,0.03
14587,4,2008,6,0.03,0,0,0,0.03
14588,7,2005,7,0.01,0.01,0,0,0.03
14589,15,2004,7,0.01,0.01,0,0,0.03
14590,4,2007,9,0,0,0.03,0,0.03
14591,17,2013,6,0,0,0.03,0,0.03
14592,18,2015,11,0.03,0,0,0,0.03
14593,14,2003,2,0.02,0.01,0,0,0.03
14594,6,2010,1,0,0.02,0,0.01,0.03
14595,13,1996,9,0.02,0.01,0,0,0.03
14596,4,2008,12,0,0,0.03,0,0.03
14597,14,2002,4,0.02,0.01,0,0,0.03
14598,19,2003,3,0.02,0.01,0,0,0.03
14599,7,2006,8,0,0,0.03,0,0.03
14600,4,2009,11,0,0,0.03,0,0.03
14601,1,2007,3,0.01,0.01,0,0,0.03
14602,15,1992,7,0.02,0,0,0,0.03
14603,9,2002,9,0.02,0.01,0,0,0.03
14604,23,2015,11,0,0,0.03,0,0.03
14605,4,2010,8,0.03,0,0,0,0.03
14606,14,2004,12,0.02,0.01,0,0,0.03
14607,9,2006,1,0,0,0.03,0,0.03
14608,4,2009,6,0,0,0.03,0,0.03
14609,17,2012,11,0,0,0.03,0,0.03
14610,4,2006,9,0.03,0,0,0,0.03
14611,17,2010,4,0,0,0.03,0,0.03
14612,18,2016,9,0.01,0.01,0,0,0.03
14613,10,2016,4,0,0,0.03,0,0.03
14614,17,2006,3,0.03,0,0,0,0.03
14615,4,2010,11,0,0,0.03,0,0.03
14616,9,2003,9,0.02,0.01,0,0,0.03
14617,10,2016,9,0,0,0.03,0,0.03
14618,23,2014,11,0,0,0.03,0,0.03
14619,23,2015,4,0,0,0.03,0,0.03
14621,5,2015,9,0,0.03,0,0,0.03
14622,5,2011,6,0.03,0,0,0,0.03
14623,1,2010,1,0.02,0,0,0,0.03
14624,13,2000,3,0.02,0.01,0,0,0.03
14625,20,2013,6,0.01,0.01,0,0,0.03
14626,11,2015,4,0,0,0.03,0,0.03
14627,5,2010,7,0,0,0.03,0,0.03
14628,10,2015,12,0,0,0.03,0,0.03
14629,9,2006,1,0,0,0.03,0,0.03
14630,15,2009,9,0.01,0.01,0,0,0.03
14631,14,2002,3,0.02,0.01,0,0,0.03
14632,17,2010,12,0,0,0.03,0,0.03
14633,7,2006,12,0,0,0.03,0,0.03
14634,15,2015,11,0,0.03,0,0,0.03
14635,4,2010,6,0,0.02,0,0,0.03
14636,9,2002,10,0,0,0.03,0,0.03
14637,4,2008,5,0.03,0,0,0,0.03
14638,15,2016,12,0,0.03,0,0,0.03
14639,17,2005,4,0.03,0,0,0,0.03
14640,17,2010,11,0,0,0.03,0,0.03
14641,14,2004,11,0.02,0.01,0,0,0.03
14642,5,2011,6,0,0.03,0,0,0.03
14644,14,2003,3,0.02,0.01,0,0,0.03
14645,15,2011,5,0,0.02,0,0.01,0.03
14646,20,2012,2,0,0.03,0,0,0.03
14647,4,2009,9,0,0,0.03,0,0.03
14648,1,2009,9,0.03,0,0,0,0.03
14649,15,2012,11,0,0.02,0,0,0.03
14650,23,2015,11,0,0,0.03,0,0.03
14651,4,2009,11,0,0,0.03,0,0.03
14652,17,2010,10,0,0,0.03,0,0.03
14653,1,2009,5,0.03,0,0,0,0.03
14654,17,2011,11,0,0,0.03,0,0.03
14655,5,2010,1,0,0.02,0,0,0.03
14656,15,2010,4,0,0.02,0,0,0.03
14657,15,2008,6,0,0.02,0,0,0.03
14658,15,2004,7,0,0.02,0,0,0.03
14659,13,2000,11,0.02,0.01,0,0,0.03
14660,17,2011,6,0,0.02,0,0.01,0.03
14661,17,2013,11,0,0,0.03,0,0.03
14662,19,2002,9,0.02,0.01,0,0,0.03
14663,9,2005,9,0.02,0.01,0,0,0.03
14664,8,1994,9,0,0,0.03,0,0.03
14665,4,2005,9,0,0,0.03,0,0.03
14666,15,2006,9,0,0.02,0,0,0.03
14667,7,2008,10,0,0,0.03,0,0.03
14668,5,2012,9,0,0,0.03,0,0.03
14669,15,2015,3,0,0.03,0,0,0.03
14670,14,2005,10,0.02,0.01,0,0,0.03
14671,14,2002,1,0.02,0.01,0,0,0.03
14672,4,2007,5,0.03,0,0,0,0.03
14673,15,2006,12,0,0.02,0,0,0.03
14674,17,2011,11,0,0,0.03,0,0.03
14675,7,2009,11,0,0,0.03,0,0.03
14676,17,2011,11,0,0,0.03,0,0.03
14677,17,2010,11,0,0,0.03,0,0.03
14678,17,2012,4,0,0,0.03,0,0.03
14680,4,2008,12,0,0,0.03,0,0.03
14681,6,2012,9,0,0,0.03,0,0.03
14682,15,2010,6,0,0.02,0,0.01,0.03
14683,11,2016,9,0.02,0,0,0.01,0.03
14684,4,2012,9,0,0.02,0,0,0.03
14685,4,2006,4,0,0,0.03,0,0.03
14686,19,2005,2,0.02,0.01,0,0,0.03
14687,4,2008,11,0.03,0,0,0,0.03
14688,23,2015,9,0,0,0.03,0,0.03
14689,23,2011,8,0,0,0.03,0,0.03
14690,6,2013,9,0,0,0.03,0,0.03
14691,15,2001,12,0,0.02,0,0,0.03
14692,1,2009,11,0.03,0,0,0,0.03
14693,1,2011,6,0,0.02,0,0,0.03
14694,24,1995,10,0,0,0.03,0,0.03
14695,23,2016,9,0,0,0.03,0,0.03
14696,5,2011,9,0,0,0.03,0,0.03
14697,23,2013,4,0,0,0.03,0,0.03
14698,15,2008,9,0,0.02,0,0,0.03
14700,17,2007,5,0.02,0,0,0,0.03
14702,10,2015,9,0,0,0.03,0,0.03
14703,4,2006,8,0.03,0,0,0,0.03
14704,15,2011,4,0,0.02,0,0.01,0.03
14705,15,2013,9,0,0.02,0,0,0.03
14706,4,2008,3,0,0.02,0,0,0.03
14707,6,2009,9,0,0,0.03,0,0.03
14708,9,2002,1,0.02,0.01,0,0,0.03
14709,7,2008,11,0,0,0.03,0,0.03
14710,17,2011,11,0,0,0.03,0,0.03
14711,5,2011,4,0,0,0.03,0,0.03
14712,15,2008,8,0,0.02,0,0.01,0.03
14713,13,1998,6,0.02,0.01,0,0,0.03
14714,9,2003,7,0.02,0.01,0,0,0.03
14715,7,2005,3,0.01,0.01,0,0,0.03
14716,17,2011,6,0,0,0.03,0,0.03
14717,4,2009,8,0.03,0,0,0,0.03
14718,13,1997,6,0.02,0.01,0,0,0.03
14719,14,2003,1,0.02,0.01,0,0,0.03
14720,1,2007,9,0,0,0.03,0,0.03
14721,6,2016,9,0.01,0.01,0,0,0.03
14722,17,2011,11,0,0,0.03,0,0.03
14723,7,2007,12,0,0,0.03,0,0.03
14724,15,2011,12,0,0.02,0,0,0.03
14725,15,2003,7,0,0.02,0,0,0.03
14726,19,2003,3,0.02,0.01,0,0,0.03
14727,14,2006,1,0.02,0.01,0,0,0.03
14728,19,2003,3,0.02,0.01,0,0,0.03
14729,4,2012,5,0,0.02,0,0,0.03
14730,17,2011,6,0,0,0.03,0,0.03
14731,15,2008,8,0,0.02,0,0,0.03
14732,15,2006,4,0,0.02,0,0.01,0.03
14733,9,2006,7,0.02,0.01,0,0,0.03
14734,9,2002,1,0.02,0.01,0,0,0.03
14735,1,2009,8,0,0.02,0,0,0.03
14736,4,2007,11,0.03,0,0,0,0.03
14737,4,2009,11,0,0,0.03,0,0.03
14738,4,2011,9,0,0,0.03,0,0.03
14739,4,2007,4,0,0,0.03,0,0.03
14740,14,2005,2,0.02,0.01,0,0,0.03
14741,18,2016,1,0,0.02,0,0,0.03
14742,17,2009,4,0,0,0.03,0,0.03
14743,17,2009,4,0,0,0.03,0,0.03
14744,24,1995,7,0,0,0.03,0,0.03
14745,4,2012,9,0,0.02,0,0,0.03
14746,15,2003,12,0,0.02,0,0.01,0.03
14747,17,2009,10,0,0,0.03,0,0.03
14748,7,2001,6,0,0,0.03,0,0.03
14749,17,2012,9,0,0,0.03,0,0.03
14750,10,2011,9,0.02,0,0,0,0.03
14751,6,2012,9,0,0,0.03,0,0.03
14752,7,2006,8,0.01,0.01,0,0,0.03
14753,19,2003,7,0.01,0,0.01,0,0.03
14754,7,2007,10,0,0,0.03,0,0.03
14755,15,2009,9,0,0.02,0,0,0.03
14756,17,2009,2,0.02,0,0,0,0.03
14757,23,2015,11,0.02,0,0,0.01,0.03
14758,15,2016,3,0,0.03,0,0,0.03
14759,13,1995,1,0,0,0.03,0,0.03
14760,11,2015,9,0.02,0,0,0.01,0.03
14761,7,2006,10,0,0,0.03,0,0.03
14762,9,2003,3,0.02,0.01,0,0,0.03
14764,1,2011,3,0.02,0,0,0,0.03
14765,14,2003,5,0.02,0.01,0,0,0.03
14766,6,2014,11,0,0,0.03,0,0.03
14767,5,2014,7,0.02,0,0,0,0.03
14768,7,2006,11,0,0,0.03,0,0.03
14769,10,2013,10,0,0,0.03,0,0.03
14770,15,2007,8,0.01,0.01,0,0,0.03
14771,19,2003,9,0.02,0.01,0,0,0.03
14772,5,2008,11,0,0,0.03,0,0.03
14773,17,2012,9,0,0,0.03,0,0.03
14774,7,2006,11,0,0,0.03,0,0.03
14775,4,2006,9,0.02,0,0,0,0.03
14776,9,2003,9,0.02,0.01,0,0,0.03
14778,4,2009,9,0,0,0.03,0,0.03
14779,10,2016,6,0.02,0,0,0,0.03
14780,9,2004,4,0.02,0.01,0,0,0.03
14781,15,2014,3,0,0.02,0,0,0.03
14782,13,1996,2,0.01,0.01,0,0,0.03
14783,15,2004,4,0,0.02,0,0,0.03
14784,15,2010,4,0,0.02,0,0.01,0.03
14785,7,2004,9,0.01,0.01,0,0,0.03
14786,15,2006,7,0,0.02,0,0,0.03
14787,4,2007,9,0,0,0.03,0,0.03
14788,15,2011,8,0,0.02,0,0.01,0.03
14789,13,1997,9,0.01,0.01,0,0,0.03
14790,13,1995,2,0,0,0.02,0,0.03
14791,15,2010,7,0,0.02,0,0.01,0.03
14792,14,2006,1,0.02,0.01,0,0,0.03
14793,7,2001,8,0,0,0.03,0,0.03
14794,7,2002,3,0,0,0.03,0,0.03
14795,23,2014,11,0,0,0.03,0,0.03
14796,6,2012,11,0,0.02,0,0.01,0.03
14797,15,2008,9,0,0.02,0,0,0.03
14798,1,2009,8,0.02,0,0,0,0.03
14799,15,2005,4,0.02,0,0,0,0.03
14800,17,2010,11,0,0,0.03,0,0.03
14801,19,2004,1,0.02,0.01,0,0,0.03
14802,17,2010,12,0,0,0.03,0,0.03
14803,17,2006,7,0.02,0,0,0,0.03
14804,4,2007,1,0,0,0.03,0,0.03
14805,7,2007,7,0,0,0.03,0,0.03
14806,6,2012,11,0,0,0.03,0,0.03
14807,13,1997,7,0.01,0.01,0,0,0.03
14808,4,2008,11,0,0,0.03,0,0.03
14809,7,2008,5,0.01,0.01,0,0,0.03
14810,8,1995,1,0,0,0.03,0,0.03
14811,7,2006,2,0.01,0.01,0,0,0.03
14812,5,2011,7,0,0.02,0,0,0.03
14813,23,2015,8,0,0,0.03,0,0.03
14814,11,2016,9,0,0,0.03,0,0.03
14815,1,2009,2,0.02,0,0,0,0.03
14816,23,2015,11,0,0,0.03,0,0.03
14817,9,2006,1,0.02,0.01,0,0,0.03
14818,13,1999,3,0.01,0.01,0,0,0.03
14819,10,2014,12,0.02,0,0,0,0.03
14820,4,2007,8,0.02,0,0,0,0.03
14821,20,2013,9,0.02,0,0,0,0.03
14822,9,2005,6,0.02,0.01,0,0,0.03
14823,6,2015,11,0,0,0.03,0,0.03
14824,4,2009,12,0,0.02,0,0,0.03
14825,1,2007,1,0.02,0,0,0,0.03
14826,15,2012,11,0,0.02,0,0,0.03
14827,9,2005,6,0.02,0.01,0,0,0.03
14828,15,2007,12,0,0.02,0,0.01,0.03
14829,1,2010,1,0.02,0,0,0,0.03
14830,20,2014,9,0.01,0.01,0,0,0.03
14831,10,2015,6,0,0,0.03,0,0.03
14832,7,2005,1,0.01,0.01,0,0,0.03
14833,23,2014,6,0,0,0.03,0,0.03
14834,4,2008,3,0.02,0,0,0,0.03
14835,9,2006,9,0.02,0.01,0,0,0.03
14836,4,2008,8,0,0,0.03,0,0.03
14837,11,2015,9,0,0.02,0,0,0.03
14838,1,2008,3,0.02,0,0,0,0.03
14839,15,2005,4,0,0.02,0,0,0.03
14840,4,2009,6,0,0,0.03,0,0.03
14841,14,2006,7,0.02,0.01,0,0,0.03
14842,7,2005,4,0.01,0.01,0,0,0.03
14843,4,2010,8,0.02,0,0,0,0.03
14844,15,2005,7,0,0.02,0,0,0.03
14845,7,2008,11,0,0,0.03,0,0.03
14846,7,2006,8,0,0,0.03,0,0.03
14849,23,2012,11,0,0,0.03,0,0.03
14850,20,2016,9,0,0.02,0,0,0.03
14851,4,2009,6,0.02,0,0,0,0.03
14853,7,2006,11,0,0,0.03,0,0.03
14854,1,2009,8,0.02,0,0,0,0.03
14855,4,2011,5,0.02,0,0,0,0.03
14856,4,2008,9,0,0,0.03,0,0.03
14857,15,2009,9,0,0.02,0,0,0.03
14859,17,2011,11,0,0,0.03,0,0.03
14860,23,2012,9,0,0,0.03,0,0.03
14861,24,1996,11,0,0,0.03,0,0.03
14862,23,2015,4,0,0.01,0.01,0,0.03
14863,4,2009,2,0.02,0,0,0,0.03
14864,5,2012,9,0.02,0.01,0,0,0.03
14865,1,2008,1,0,0,0.03,0,0.03
14866,7,2006,2,0.01,0.01,0,0,0.03
14867,5,2011,4,0,0,0.03,0,0.03
14868,4,2009,9,0,0,0.03,0,0.03
14869,7,2001,8,0,0,0.03,0,0.03
14870,23,2016,11,0,0,0.03,0,0.03
14871,1,2011,1,0,0.02,0,0,0.03
14872,15,2009,12,0,0.02,0,0,0.03
14873,15,2006,4,0,0.02,0,0,0.03
14874,17,2010,6,0,0,0.03,0,0.03
14875,15,2002,7,0.01,0.01,0,0,0.03
14876,5,2015,11,0.02,0.01,0,0,0.03
14877,13,1996,1,0.01,0.01,0,0,0.03
14878,15,2009,9,0.02,0,0,0,0.03
14880,17,2013,11,0,0,0.03,0,0.03
14881,7,2003,7,0.01,0.01,0,0,0.03
14882,1,2009,8,0.02,0,0,0,0.03
14883,9,2003,3,0.02,0.01,0,0,0.03
14884,17,2012,11,0,0,0.03,0,0.03
14885,11,2015,6,0,0,0.03,0,0.03
14886,4,2006,12,0.01,0.01,0,0,0.03
14887,15,2011,9,0.02,0,0,0,0.03
14888,20,2013,1,0,0.02,0,0,0.03
14889,15,2003,8,0,0.02,0,0,0.03
14890,5,2015,9,0,0.02,0,0,0.03
14891,4,2010,11,0,0,0.03,0,0.03
14892,6,2013,6,0,0,0.03,0,0.03
14893,7,2007,6,0,0,0.03,0,0.03
14894,7,2006,1,0.01,0.01,0,0,0.03
14895,9,2006,4,0,0,0.02,0,0.03
14896,13,1998,7,0.01,0.01,0,0,0.03
14897,17,2011,11,0,0,0.03,0,0.03
14898,17,2009,9,0,0,0.03,0,0.03
14899,11,2016,11,0.02,0,0,0,0.03
14900,4,2008,6,0,0,0.03,0,0.03
14901,8,1994,9,0,0,0.03,0,0.03
14902,4,2007,5,0.02,0,0,0,0.03
14903,4,2008,8,0,0,0.03,0,0.03
14904,1,2007,2,0.02,0,0,0,0.03
14905,13,1996,10,0.01,0.01,0,0,0.03
14906,7,2009,9,0,0,0.03,0,0.03
14907,13,1995,11,0,0,0.02,0,0.03
14908,4,2007,11,0,0,0.03,0,0.03
14909,23,2012,11,0,0,0.03,0,0.03
14910,7,2002,11,0,0,0.03,0,0.03
14911,17,2006,1,0,0,0.03,0,0.03
14912,23,2016,4,0,0,0.02,0,0.02
14913,4,2009,8,0.02,0,0,0,0.02
14914,23,2014,11,0,0,0.02,0,0.02
14915,1,2011,1,0.02,0,0,0,0.02
14916,18,2016,9,0.02,0,0,0,0.02
14917,15,2005,12,0,0.02,0,0,0.02
14918,17,2009,6,0,0,0.02,0,0.02
14919,4,2007,11,0,0,0.02,0,0.02
14920,19,2002,5,0.02,0,0,0,0.02
14921,15,2011,5,0,0.02,0,0,0.02
14922,15,2006,12,0,0.02,0,0,0.02
14923,9,2005,3,0.02,0.01,0,0,0.02
14924,17,2010,11,0,0,0.02,0,0.02
14925,7,2010,11,0,0,0.02,0,0.02
14926,14,2004,3,0.02,0.01,0,0,0.02
14927,23,2013,11,0,0,0.02,0,0.02
14929,15,2009,11,0,0.02,0,0,0.02
14930,24,1995,6,0,0,0.02,0,0.02
14931,5,2009,7,0,0,0.02,0,0.02
14932,4,2009,6,0,0.02,0,0,0.02
14933,15,2006,12,0,0.02,0,0,0.02
14934,15,2009,12,0,0.02,0,0,0.02
14935,7,2007,10,0,0,0.02,0,0.02
14936,15,1998,12,0,0.02,0,0,0.02
14938,4,2008,9,0,0,0.02,0,0.02
14939,7,2005,7,0,0,0.02,0,0.02
14940,6,2012,9,0,0,0.02,0,0.02
14941,14,2003,10,0.02,0.01,0,0,0.02
14942,9,2004,7,0.02,0.01,0,0,0.02
14943,15,2007,12,0.01,0.01,0,0,0.02
14944,1,2010,8,0.02,0,0,0,0.02
14946,7,2006,8,0,0,0.02,0,0.02
14947,7,2006,8,0,0,0.02,0,0.02
14948,15,2008,4,0,0.02,0,0,0.02
14949,19,2005,1,0,0,0.02,0,0.02
14950,19,2002,3,0.02,0,0,0,0.02
14951,17,2014,9,0,0,0.02,0,0.02
14952,5,2010,9,0,0,0.02,0,0.02
14953,17,2005,1,0,0,0.02,0,0.02
14954,17,2007,6,0.02,0,0,0,0.02
14955,17,2012,9,0,0,0.02,0,0.02
14956,14,2005,7,0.02,0.01,0,0,0.02
14957,14,2004,8,0.02,0.01,0,0,0.02
14958,6,2016,9,0,0.02,0,0,0.02
14959,6,2010,4,0,0,0.02,0,0.02
14960,14,2002,1,0.02,0.01,0,0,0.02
14961,17,2011,11,0,0,0.02,0,0.02
14962,7,2006,3,0.01,0.01,0,0,0.02
14963,15,2010,9,0.01,0.01,0,0,0.02
14964,17,2008,10,0,0,0.02,0,0.02
14965,15,2007,8,0,0.02,0,0,0.02
14966,14,2004,9,0.02,0.01,0,0,0.02
14967,9,2003,9,0.02,0.01,0,0,0.02
14968,17,2007,7,0,0.02,0,0.01,0.02
14969,15,2016,8,0,0.02,0,0,0.02
14970,17,2006,9,0.02,0,0,0,0.02
14971,10,2016,8,0,0.02,0,0,0.02
14972,4,2008,8,0.02,0,0,0,0.02
14973,4,2010,9,0,0,0.02,0,0.02
14974,11,2014,4,0,0,0.02,0,0.02
14975,6,2015,9,0,0,0.02,0,0.02
14976,15,2009,12,0,0.02,0,0,0.02
14977,6,2014,9,0.02,0,0,0,0.02
14978,14,2005,2,0.02,0.01,0,0,0.02
14979,17,2011,9,0,0,0.02,0,0.02
14980,6,2015,11,0,0,0.02,0,0.02
14981,11,2015,10,0,0,0.02,0,0.02
14982,17,2008,4,0,0,0.02,0,0.02
14983,4,2010,11,0,0,0.02,0,0.02
14984,15,2010,4,0,0.02,0,0,0.02
14985,5,2011,1,0,0.02,0,0,0.02
14986,5,2016,1,0,0.02,0,0,0.02
14987,4,2008,6,0,0,0.02,0,0.02
14988,23,2014,9,0,0,0.02,0,0.02
14989,4,2007,5,0.02,0,0,0,0.02
14990,14,2005,9,0.02,0.01,0,0,0.02
14991,7,2006,1,0.01,0.01,0,0,0.02
14992,14,2005,7,0.02,0.01,0,0,0.02
14993,13,1998,3,0.01,0.01,0,0,0.02
14994,9,2002,3,0.02,0.01,0,0,0.02
14995,17,2010,12,0,0,0.02,0,0.02
14996,15,2012,12,0,0.02,0,0,0.02
14997,15,2008,12,0,0.02,0,0,0.02
14998,13,1997,3,0.01,0.01,0,0,0.02
14999,30,1994,5,0,0,0.02,0,0.02
15003,17,2007,3,0,0,0.02,0,0.02
15004,23,2015,9,0,0,0.02,0,0.02
15005,7,2006,11,0,0,0.02,0,0.02
15006,7,2006,11,0,0,0.02,0,0.02
15007,15,2008,7,0,0.02,0,0,0.02
15008,5,2009,11,0,0,0.02,0,0.02
15009,23,2016,9,0,0,0.02,0,0.02
15010,4,2009,8,0,0.02,0,0,0.02
15011,1,2008,2,0.02,0,0,0,0.02
15012,9,2002,7,0.02,0.01,0,0,0.02
15013,5,2011,7,0,0.02,0,0,0.02
15014,13,2002,2,0.01,0.01,0,0,0.02
15015,1,2009,3,0,0.02,0,0,0.02
15016,4,2006,4,0,0,0.02,0,0.02
15017,15,2007,8,0,0.02,0,0,0.02
15018,1,2008,1,0,0,0.02,0,0.02
15019,6,2016,6,0,0,0.02,0,0.02
15020,15,2010,5,0,0.02,0,0.01,0.02
15021,7,2004,8,0,0,0.02,0,0.02
15022,5,2011,11,0,0,0.02,0,0.02
15023,4,2007,4,0,0,0.02,0,0.02
15024,1,2014,9,0,0.02,0,0,0.02
15025,17,2010,11,0,0,0.02,0,0.02
15026,15,2008,7,0,0.02,0,0,0.02
15027,17,2011,11,0,0,0.02,0,0.02
15028,19,2004,12,0.02,0,0,0,0.02
15029,15,2008,12,0,0.02,0,0,0.02
15030,13,1997,10,0.01,0.01,0,0,0.02
15031,4,2007,1,0.02,0,0,0,0.02
15032,17,2011,11,0,0,0.02,0,0.02
15033,17,2013,11,0,0,0.02,0,0.02
15034,15,2010,8,0,0.02,0,0,0.02
15035,15,2008,9,0,0.02,0,0,0.02
15036,7,2006,11,0,0,0.02,0,0.02
15037,5,2010,1,0,0.02,0,0,0.02
15038,13,1998,5,0.01,0.01,0,0,0.02
15039,11,2016,4,0,0,0.02,0,0.02
15040,4,2008,1,0,0,0.02,0,0.02
15041,5,2013,11,0,0,0.02,0,0.02
15042,9,2004,7,0.02,0.01,0,0,0.02
15043,23,2015,9,0,0,0.02,0,0.02
15044,17,2010,11,0,0,0.02,0,0.02
15045,7,2008,11,0,0,0.02,0,0.02
15046,4,2009,11,0.02,0,0,0,0.02
15047,15,2012,10,0,0.02,0,0,0.02
15048,7,2001,4,0,0,0.02,0,0.02
15049,15,2009,9,0,0.02,0,0,0.02
15050,17,2012,12,0,0,0.02,0,0.02
15051,14,2002,3,0.02,0.01,0,0,0.02
15052,4,2006,9,0.01,0.01,0,0,0.02
15053,17,2006,5,0.02,0,0,0,0.02
15054,4,2012,9,0,0.02,0,0,0.02
15055,18,2016,3,0.02,0,0,0,0.02
15056,13,1999,6,0.01,0.01,0,0,0.02
15057,4,2007,9,0,0,0.02,0,0.02
15058,5,2011,9,0.02,0,0,0,0.02
15060,1,2008,7,0.02,0,0,0,0.02
15061,7,2007,11,0,0,0.02,0,0.02
15062,6,2011,11,0,0,0.02,0,0.02
15063,9,2002,4,0.02,0.01,0,0,0.02
15064,4,2006,12,0.02,0,0,0,0.02
15065,15,2005,3,0,0.02,0,0,0.02
15067,1,2009,11,0,0,0.02,0,0.02
15068,15,2012,3,0,0.02,0,0,0.02
15069,9,2002,4,0.02,0.01,0,0,0.02
15070,7,2007,11,0,0,0.02,0,0.02
15071,4,2010,6,0,0,0.02,0,0.02
15072,15,2011,5,0.02,0,0,0,0.02
15073,23,2016,9,0,0,0.02,0,0.02
15074,10,2015,9,0,0.02,0,0,0.02
15075,1,2010,5,0.02,0,0,0,0.02
15076,15,2005,8,0,0.02,0,0,0.02
15077,13,1997,1,0.01,0.01,0,0,0.02
15078,9,2002,4,0,0,0.02,0,0.02
15079,5,2015,3,0,0.02,0,0,0.02
15080,1,2008,5,0.02,0,0,0,0.02
15081,17,2013,11,0,0,0.02,0,0.02
15082,4,2011,5,0.02,0,0,0,0.02
15083,15,2006,7,0,0.02,0,0,0.02
15084,15,2012,6,0,0.02,0,0,0.02
15085,11,2016,9,0.01,0.01,0,0,0.02
15086,1,2007,1,0,0.01,0.02,0,0.02
15087,17,2010,9,0,0,0.02,0,0.02
15088,7,2007,10,0,0,0.02,0,0.02
15089,11,2015,9,0,0.02,0,0,0.02
15090,15,2009,12,0,0.02,0,0,0.02
15091,13,1999,7,0.01,0.01,0,0,0.02
15092,15,2008,7,0,0.02,0,0,0.02
15093,15,2006,5,0,0.02,0,0,0.02
15094,7,2007,4,0,0,0.02,0,0.02
15095,7,2008,11,0,0,0.02,0,0.02
15096,14,2002,1,0.02,0,0,0,0.02
15097,15,2007,3,0,0.02,0,0,0.02
15098,1,2008,3,0.02,0,0,0,0.02
15099,23,2016,4,0,0,0.02,0,0.02
15100,5,2006,4,0,0,0.02,0,0.02
15101,14,2005,9,0.02,0,0,0,0.02
15102,17,2011,6,0,0,0.02,0,0.02
15103,17,2013,6,0,0,0.02,0,0.02
15104,1,2010,5,0.01,0.01,0,0,0.02
15105,17,2009,11,0,0,0.02,0,0.02
15106,6,2015,10,0,0,0.02,0,0.02
15107,1,2012,9,0,0.02,0,0,0.02
15108,15,2008,7,0,0.02,0,0,0.02
15109,7,2008,11,0,0,0.02,0,0.02
15110,5,2009,3,0.02,0,0,0,0.02
15111,4,2009,11,0,0,0.02,0,0.02
15112,15,2009,11,0,0.02,0,0,0.02
15113,7,2008,11,0,0,0.02,0,0.02
15114,7,2006,11,0,0,0.02,0,0.02
15115,7,2006,9,0.01,0.01,0,0,0.02
15116,17,2005,6,0,0,0.02,0,0.02
15117,17,2010,11,0,0,0.02,0,0.02
15118,17,2009,4,0,0,0.02,0,0.02
15119,9,2003,4,0.02,0.01,0,0,0.02
15120,14,2006,10,0.02,0,0,0,0.02
15121,14,2004,1,0.02,0,0,0,0.02
15122,17,2007,6,0,0,0.02,0,0.02
15123,4,2006,9,0.02,0,0,0,0.02
15124,15,2007,3,0,0.02,0,0,0.02
15125,15,2009,9,0,0.02,0,0,0.02
15126,7,2010,11,0,0,0.02,0,0.02
15127,23,2015,9,0,0,0.02,0,0.02
15128,13,2002,4,0,0,0.02,0,0.02
15129,7,2002,1,0,0,0.02,0,0.02
15130,15,2009,9,0.02,0,0,0,0.02
15131,4,2007,6,0.02,0,0,0,0.02
15132,17,2012,11,0,0,0.02,0,0.02
15133,17,2010,11,0,0,0.02,0,0.02
15134,15,2010,7,0,0.02,0,0,0.02
15135,7,2006,9,0.01,0.01,0,0,0.02
15136,19,2002,1,0.02,0,0,0,0.02
15137,15,1998,12,0,0.02,0,0,0.02
15138,14,2003,3,0.02,0,0,0,0.02
15139,7,2005,10,0.01,0.01,0,0,0.02
15140,7,2006,3,0.01,0.01,0,0,0.02
15141,15,2014,7,0,0.02,0,0,0.02
15142,15,2001,7,0,0.02,0,0,0.02
15143,23,2014,6,0,0,0.02,0,0.02
15144,6,2013,9,0,0.02,0,0.01,0.02
15145,6,2009,11,0,0,0.02,0,0.02
15146,15,2003,8,0,0.02,0,0,0.02
15147,15,2007,12,0,0.02,0,0,0.02
15148,15,2014,4,0,0.02,0,0,0.02
15149,4,2005,5,0.02,0,0,0,0.02
15150,1,2009,12,0.02,0.01,0,0,0.02
15151,17,2010,6,0,0,0.02,0,0.02
15152,19,2003,1,0.02,0,0,0,0.02
15153,15,2016,1,0.01,0.01,0,0,0.02
15154,1,2007,1,0.02,0,0,0,0.02
15155,15,2009,3,0,0.02,0,0,0.02
15156,18,2015,1,0,0.02,0,0,0.02
15157,6,2015,9,0,0,0.02,0,0.02
15158,4,2011,7,0.02,0,0,0,0.02
15159,14,2006,7,0.02,0,0,0,0.02
15161,4,2005,1,0.02,0,0,0,0.02
15162,17,2007,4,0,0,0.02,0,0.02
15163,13,1999,10,0.01,0.01,0,0,0.02
15164,4,2006,5,0,0,0.02,0,0.02
15165,14,2005,11,0.02,0,0,0,0.02
15167,7,2002,1,0.01,0.01,0,0,0.02
15168,7,2007,6,0,0,0.02,0,0.02
15169,11,2016,9,0.02,0,0,0,0.02
15170,4,2006,8,0.02,0,0,0,0.02
15171,8,1996,5,0,0,0.02,0,0.02
